python main.py
TensorFlow Version: 1.3.0
2018-12-17 11:10:07.533359: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are availableon your machine and could speed up CPU computations.
2018-12-17 11:10:07.533412: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are availableon your machine and could speed up CPU computations.
2018-12-17 11:10:07.533435: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available onyour machine and could speed up CPU computations.
2018-12-17 11:10:07.655843: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:893] successful NUMA node read from SysFS had negative value (-1), but there must be atleast one NUMA node, so returning NUMA node zero
2018-12-17 11:10:07.656235: I tensorflow/core/common_runtime/gpu/gpu_device.cc:955] Found device 0 with properties:
name: Tesla K80
major: 3 minor: 7 memoryClockRate (GHz) 0.8235
pciBusID 0000:00:04.0
Total memory: 11.17GiB
Free memory: 11.09GiB
2018-12-17 11:10:07.656280: I tensorflow/core/common_runtime/gpu/gpu_device.cc:976] DMA: 0
2018-12-17 11:10:07.656296: I tensorflow/core/common_runtime/gpu/gpu_device.cc:986] 0:   Y
2018-12-17 11:10:07.656318: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1045] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:00:04.0)
2018-12-17 11:10:07.911036: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1045] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:00:04.0)
Default GPU Device: /gpu:0
Testing load_vgg
2018-12-17 11:10:07.912483: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1045] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:00:04.0)
Tests Passed
Testing layers function
Tests Passed
Testing optimize function
2018-12-17 11:10:15.758778: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1045] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:00:04.0)
Tests Passed
Testing training function
2018-12-17 11:10:17.229849: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1045] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:00:04.0)
Tests Passed
Testing kitti_dataset
Tests Passed
2018-12-17 11:10:17.257801: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1045] Creating TensorFlow device (/gpu:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:00:04.0)
Start training, Epochs:  48 , Batch size:  10 , Keep prob:  0.5 , Learning rate:  0.00085
Epoch,  1 , Run time:  84.283367395401 , Mean loss,  0.958544 , Min loss,  0.34525 , Max loss,  9.93832 , Stdev,  1.72157
Epoch,  2 , Run time:  71.9490327835083 , Mean loss,  0.272717 , Min loss,  0.170564 , Max loss,  0.4097 , Stdev,  0.0544641
Epoch,  3 , Run time:  71.77907943725586 , Mean loss,  0.182951 , Min loss,  0.144888 , Max loss,  0.240852 , Stdev,  0.0242299
Epoch,  4 , Run time:  71.91668343544006 , Mean loss,  0.167156 , Min loss,  0.133189 , Max loss,  0.210576 , Stdev,  0.0179439
Epoch,  5 , Run time:  71.84802436828613 , Mean loss,  0.151692 , Min loss,  0.124436 , Max loss,  0.186558 , Stdev,  0.014765
Epoch,  6 , Run time:  72.03599977493286 , Mean loss,  0.146156 , Min loss,  0.111325 , Max loss,  0.18377 , Stdev,  0.0177905
Epoch,  7 , Run time:  71.80563855171204 , Mean loss,  0.146286 , Min loss,  0.103637 , Max loss,  0.20188 , Stdev,  0.0242049
Epoch,  8 , Run time:  71.91143131256104 , Mean loss,  0.131833 , Min loss,  0.0901057 , Max loss,  0.165762 , Stdev,  0.0175261
Epoch,  9 , Run time:  71.90694284439087 , Mean loss,  0.126162 , Min loss,  0.0821893 , Max loss,  0.168468 , Stdev,  0.0206832
Epoch,  10 , Run time:  71.84077382087708 , Mean loss,  0.12168 , Min loss,  0.0879852 , Max loss,  0.168633 , Stdev,  0.0166663
Epoch,  11 , Run time:  71.82684707641602 , Mean loss,  0.112289 , Min loss,  0.0821214 , Max loss,  0.157662 , Stdev,  0.0160633
Epoch,  12 , Run time:  71.84050369262695 , Mean loss,  0.106062 , Min loss,  0.0856564 , Max loss,  0.127121 , Stdev,  0.0110473
Epoch,  13 , Run time:  71.826979637146 , Mean loss,  0.101202 , Min loss,  0.0639056 , Max loss,  0.20031 , Stdev,  0.0246669
Epoch,  14 , Run time:  72.04916143417358 , Mean loss,  0.0865251 , Min loss,  0.0607056 , Max loss,  0.117045 , Stdev,  0.0147749
Epoch,  15 , Run time:  72.06934022903442 , Mean loss,  0.0811523 , Min loss,  0.0568748 , Max loss,  0.112085 , Stdev,  0.0135938
Epoch,  16 , Run time:  71.95822381973267 , Mean loss,  0.0796457 , Min loss,  0.0476372 , Max loss,  0.128039 , Stdev,  0.0165744
Epoch,  17 , Run time:  72.0634982585907 , Mean loss,  0.0703683 , Min loss,  0.0521532 , Max loss,  0.0909552 , Stdev,  0.0101762
Epoch,  18 , Run time:  72.10915565490723 , Mean loss,  0.0702743 , Min loss,  0.0527268 , Max loss,  0.101339 , Stdev,  0.0125853
Epoch,  19 , Run time:  72.00783658027649 , Mean loss,  0.065973 , Min loss,  0.049947 , Max loss,  0.0839099 , Stdev,  0.00935982
Epoch,  20 , Run time:  72.01335501670837 , Mean loss,  0.0608548 , Min loss,  0.0413715 , Max loss,  0.0782774 , Stdev,  0.00861834
